ABN,Charity_Legal_Name,State,Postcode,Charity_Size,Operates_in_VIC,PBI,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,Gay_Lesbian_Bisexual,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth
62543954496,St Albans Vietnamese Christian And Missionary Alliance Church,VIC,3021,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62550318710,Essendon Baptist Community Church,VIC,3040,Medium,Y,,,,,,,,,,,Y,,,,,,,Y,,Y,,,Y,,Y,,,,,,,,,,,,,,
62552489628,Bais Brocha Inc,VIC,3182,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
62569195128,Coalition On Alcohol And Drug Education Incorporated (Coade Inc.),VIC,3175,Small,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,Y
62592900545,Baptist Church Kerang,VIC,3579,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,Y,,,,,Y
62601431001,Enlighten Health Limited,VIC,3121,Small,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62604676459,Platform Foundation Limited,VIC,3124,Small,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
62610795685,Youth2Industry College Incorporated,VIC,3205,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y
62612879713,WORLD MAP FOUNDATION LTD,VIC,3061,,Y,,,,Y,,,,,,,Y,,,,Y,Y,Y,,,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,,,Y,,Y,,
62614643882,The Confident Girls Foundation Limited,VIC,3065,Medium,Y,,,,,Y,,,,,Y,,Y,,Y,,,,,,,,Y,Y,,,,,,,,,Y,,Y,,,,,Y
62620209856,Brunswick Spiritual Lyceum Church Incorporated,VIC,3056,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,Y,Y,Y,,,Y,Y,,,,,Y,,,,Y
62625433892,Fair Food Challenge Ltd.,VIC,3010,,Y,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62632048714,HISKA LTD,VIC,3953,,Y,,,,,,,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,,,Y,Y,,,,Y
62638143101,RCRR ENTERPRISES LTD,VIC,3940,,Y,,,Y,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62648170797,Concern Australia Welfare Inc.,VIC,3019,Large,Y,Y,,,,,,,,,,,,,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,Y,Y,,Y,,Y,Y,Y
62648278231,SYNDAL BAPTIST CHURCH AS THE OPERATOR OF A PBI ,VIC,3150,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62652061546,St Andrews Presbyterian Church Reservoir,VIC,3073,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,,,,,Y,,,,,,,,,,,,,,Y
62656462249,FISH CREEK RSL SUB-BRANCH PATRIOTIC FUND,VIC,3000,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
62700485290,"Melbourne Inclusive Church, Inc.",VIC,3130,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,Y,,Y,,,,,,,,,
62704931585,Anglesea Community House Inc,VIC,3230,Medium,Y,,,,,,,,,Y,,,,,,Y,Y,,,Y,,Y,Y,Y,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,,,
62708178788,Bendigo Animal Welfare & Community Services,VIC,3551,Small,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,Y,Y,,,Y,,,Y,,
62708872630,Gippsland Art Gallery Foundation Trust,VIC,3850,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,
62709765282,Uca - Heatherton - Dingley,VIC,3202,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62724426827,God's Dreaming Inc,VIC,3155,Small,Y,,,Y,,,,,,,Y,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,
62725728184,Mount Carmel Church of Australia Incorporated,VIC,3029,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,,,,,,,Y,,,,,Y
62736533520,Bowel Cancer Support Network Incorporated,VIC,3029,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
62739483048,Presbyterian Ladies' College Hethersett Women's Group,VIC,3125,Small,Y,,,,Y,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,Y
62740350704,Cure For MND Foundation,VIC,8012,Large,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,
62757003618,The Trustee For For The Melitta Frick Foundation,VIC,3011,Small,Y,,,,,,,,,,,,Y,,,,,Y,,Y,Y,,Y,,,Y,Y,,,,,,Y,,,,,,,Y
62757629845,Avenel RSL Sub-Branch Patriotic Fund,VIC,3000,Small,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
62784328504,Brunswick Arabic Congregation of Jehovah's Witnesses,VIC,3043,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62793017363,The Slome-Topol-Rosen Family Charitable Trust,VIC,3162,Small,Y,,,,,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
62799855086,TIFERES BNOS YISROEL - KODESH INC.,VIC,3183,Small,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,
62839793470,Burke Hall Fathers Association,VIC,3122,Small,Y,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
62840592826,Gerry and Bernie Lamers Foundation,VIC,3093,Small,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,
62856028429,The Lauriston Foundation Incorporated Building Fund,VIC,3143,Medium,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y
62862859294,The Trustee For National Trust Of Victoria Foundation,VIC,3002,Small,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
62865793692,Dual Ware Mooroopna Parents And Friend Incorporated,VIC,3630,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
62869562897,RETURNED & SERVICES LEAGUE OF AUSTRALIA VIC BRANCH INC - LILYDALE WELFARE PATRIOTIC FUND,VIC,3000,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
62871033410,Change Your Past Foundation Inc,VIC,3006,Small,Y,Y,,,,Y,,,,Y,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,Y
62883277936,Bayside Community Care Inc,VIC,3192,Medium,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62901317581,Pgr Inc,VIC,3184,Small,Y,,,,,,Y,,,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
62902341939,Eltham Cemetery Trust,VIC,3095,Large,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62927530030,Melbourne North Mandarin Congregation of Jehovah's Witnesses,VIC,3058,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
62938493223,St Luke The Evangelist Primary School,VIC,3130,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
62938962710,Sparrow Hope Inc,VIC,3122,Small,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,Y,,,,,,,Y,,,,,,,,,Y
62945380642,Mazenod Regional College,VIC,3170,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y
62945797603,Maffra Rsl Sub-Branch Inc,VIC,3860,Small,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,
62957206917,St Gerard's School Dandenong North,VIC,3175,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
62982047786,Paula Connelly Association Incorporated,VIC,3690,Small,Y,,,,,,,,,,,Y,,,,Y,,,Y,,,Y,Y,,,Y,,,,,,Y,,,,,,,,
62982157121,Eastern Palliative Care Association Inc,VIC,3132,Large,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
62984076847,Rivieracc - Community Care Inc.,VIC,3875,Small,Y,Y,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,,,,,,,,,Y,,,Y,
62992953292,UCA - St Arnaud,VIC,3478,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63004280871,Scope (Aust) Ltd,VIC,3122,Large,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,
63004431083,Ea Foundation,VIC,3168,Medium,Y,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,
63006186812,Kingswood College Limited,VIC,3128,Large,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,
63006923070,CERC 13 COMMON EQUITY RENTAL HOUSING CO-OPERATIVE LTD,VIC,3189,Small,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63007765658,Beis Menachem Community Centre Incorporated,VIC,3165,Large,Y,,,,Y,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,,,,,,Y,,,,,,,Y
63017272602,Saveapet Inc,VIC,3401,Small,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63036819770,Glenroy Memorial Pre School Centre Inc,VIC,3046,Medium,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
63041851387,NEW VISION WORSHIP CENTRE INC,VIC,3021,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,Y
63043514933,Sila Overseas Aid & Development Fund,VIC,3097,Small,Y,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
63047089954,Heartbeat Epworth Inc,VIC,3121,Small,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,
63068062011,Rosebud Italian Club Inc,VIC,3939,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63069325605,Christ The King Parish,VIC,3012,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63073435291,Kevin Heinze Garden Centre Inc,VIC,3108,Large,Y,Y,,,,Y,,Y,,Y,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,Y,,,,Y
63083845983,Horsham Islamic Welfare Association (Hiwa) Inc,VIC,3400,Small,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,Y,,,,,,,Y,,,,,
63086778324,Camberwell Structured Playgroup Association Incorporated,VIC,3124,Small,Y,,,,,,,,,Y,,,,,,Y,Y,,,Y,,Y,,,,Y,,,,,,,,,,,,,,
63091147787,AMDA Foundation Limited,VIC,3212,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63102231973,Pukeko Foundation,VIC,3141,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
63102884045,The Father James Grant Foundation Incorporated,VIC,3205,Small,Y,Y,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
63118227259,Accounting Professional & Ethical Standards Board Limited,VIC,3000,Large,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63123469671,The Michael James Lamborn Memorial Trust,VIC,3108,,Y,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,Y
63133445200,Neighbourhood Watch Yarra Ranges Inc,VIC,3796,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
63136509343,Primary Care Connect,VIC,3630,Large,Y,Y,,Y,,Y,,,,Y,Y,,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
63140562879,Greek Orthodox Archdiocese Of Australia Second Archdiocesan District Central Philoptohos Sub Entity,VIC,3205,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63142499741,Kinfolk Enterprise,VIC,3000,Large,Y,Y,,,,,,,,,,,Y,,,Y,,,,,Y,,,Y,,,,Y,,,Y,,Y,,,Y,,,,Y
63150209224,Down Syndrome Australia,VIC,3067,Large,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
63151598908,Australian Prostate Cancer Research,VIC,3051,Large,Y,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,
63152994922,The Betty Currie Scholarship Fund Ltd,VIC,3585,Small,Y,,,,Y,,,,,,,,,,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,Y,Y,,,,Y
63155186771,Red Earth Spirit,VIC,3004,Small,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63158882823,Baptcare Affordable Housing Ltd,VIC,3124,Medium,Y,Y,,,,,,,,,,,Y,,,Y,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,
63169375179,LawHelp Australia Pty Ltd,VIC,3976,Small,Y,,,,,,,,,Y,,,Y,,,Y,Y,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,Y,,Y
63175468453,Rural Australians for Refugees  (Bendigo) Inc,VIC,3554,Small,Y,,,,,,Y,,,,Y,,Y,,,,,,,,Y,Y,,,,Y,,Y,,,,,,,Y,,,,,
63186231852,Alexandra Timber Tramway And Museum Incorporated,VIC,3714,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63213535747,Community Kinders Plus Inc.,VIC,3199,Large,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
63214273544,Kings Park Filipino Congregation of Jehovah's Witnesses,VIC,3021,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63220050847,Food Next Door Co-op Ltd,VIC,3500,,Y,,,,,,,Y,,,Y,,Y,,,,,,,,Y,,,,,Y,,Y,,,,,,,Y,,,,,
63220072037,Jesuit Theological College,VIC,3052,Medium,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63224595801,The Chinmaya Mission Charitable Operating Trust,VIC,3106,Medium,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63246918585,URBAN PRAISE INCORPORATED,VIC,3805,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,,Y,,,Y,Y,Y,,Y,,,,,,,,,,Y
63259221811,Uca - Tallangatta,VIC,3700,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63269536842,Holy Trinity Anglican Church Upwey,VIC,3158,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63294273664,Hope4Paws Animal Rescue Incorporated,VIC,3037,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63299105606,Holy Trinity Lutheran Church Dandenong,VIC,3175,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63299630286,Olinda Community House Inc,VIC,3788,Small,Y,,,Y,,Y,,Y,,,Y,,Y,Y,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,Y
63307591916,Maroondah Symphony Orchestra Inc,VIC,3128,Small,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63310975211,THE TRUSTEE FOR THE STAFFORD FOX MEDICAL RESEARCH FOUNDATION,VIC,3149,Large,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63314735506,Torquay Surf Lifesaving Club Trust (Jack Harris Memorial),VIC,3228,Small,Y,,,,,,,,,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63319049820,Wodonga Mens Shed,VIC,3690,Small,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,Y,,Y,,,,,,Y,,,,,
63328616406,Uca - Lowan Uniting Parish,VIC,3418,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,,,,,Y,,Y,,,,,,,,,,,,Y
63328823890,Whitehorse/Boroondara Community Radio Inc,VIC,3128,Small,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,
63344704982,Kew Hebrew Congregation Inc,VIC,3101,Small,Y,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,
63366342124,St Mary's Catholic Church East St Kilda,VIC,3182,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63367539827,Residential Care Rights Inc,VIC,3000,Large,Y,Y,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
63370529532,Respond,VIC,3207,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
63376066799,The Trustee For The Florey Foundation,VIC,3052,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63377465503,Uca Strathmore,VIC,3041,Small,Y,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63377589427,Bentleigh Early Child Education Co-operative,VIC,3204,Large,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,
63380343189,Castlemaine Legacy Group Inc,VIC,3450,Small,Y,,,,,,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,,,Y
63403473841,Chrysalis Insight Inc.,VIC,3130,Small,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63423263810,Cheder Levi Yitzchok Inc.,VIC,3182,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
63433191170,Pizmony Family Foundation,VIC,3161,Small,,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,
63440298752,Harmony Reins Animal Haven Inc.,VIC,3797,Small,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63468357449,KYNETON RSL SUB-BRANCH INC.,VIC,3444,Large,Y,,,,,Y,,,,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,
63483060613,Knb Charitable Cooperative,VIC,3101,Small,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63484295706,Bendigo Diocesan Trusts Corporation,VIC,3552,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63492406954,International Society for Krishna Consciousness Australia Incorporated,VIC,3206,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63517639345,CHURCH OF CHRIST ECHUCA,VIC,3564,Small,Y,,,,,,,,,,,,Y,,Y,,Y,,Y,,,,,Y,,,,,,Y,Y,,Y,,,,,,,Y
63532187582,Trustee for Somebody's Child,VIC,3173,Small,Y,,,,,,,,,Y,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63562599103,Evangelical Chinese Church of Melbourne Incorporated,VIC,3132,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63562808509,Horsham Spring Garden Festival Inc.,VIC,3400,Small,Y,,,,,,,,,Y,,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,
63565613313,Glen Hill Community Church,VIC,3150,Small,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
63570886277,Order Of Saint Peter And Saint Paul Incorporated,VIC,3037,Small,Y,,,,,,,,,,,Y,,,,,,,,,Y,Y,Y,Y,,Y,Y,,,,,,,,,,,,,
63605196527,National Boys Choir Of Australia Inc.,VIC,3134,Medium,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63606107653,Aboriginal Wellness Foundation Limited,VIC,3280,Medium,Y,Y,,Y,Y,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
63609838173,VP Investments Holdings Ltd,VIC,3111,Small,Y,,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,,,Y,,
63610887986,Gargarro Botanic Garden Ltd,VIC,3564,Small,Y,,,,Y,,,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,Y,,,,,
63612576388,Australian Foundation for Yad Vashem Limited,VIC,3142,Medium,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,
63612863064,Hadassah Charity Limited,VIC,3162,Large,Y,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,Y,,,,,,,,
63614912300,Play On Arts Limited,VIC,3054,Small,Y,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
63622114425,Behind The Barriers Ltd,VIC,3004,Small,Y,,,,,Y,,,,,,,,,,Y,Y,,,,,Y,,Y,,,,,,,Y,,Y,,,,,,Y,Y
63623234455,Royal Melbourne Institute Of Technology Business Students' Association Foundation Incorporated,VIC,3000,Small,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63625371020,Nichiren Shoshu Australia Limited,VIC,3037,Small,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,
63625657089,CUB Giving Ltd,VIC,3006,Small,Y,,,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,,,Y,Y,,,,,,,,,,,Y,,,,,Y
63626399497,EMMANUEL COLLEGE WARRNAMBOOL FOUNDATION LIMITED,VIC,3280,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63635798473,Lord Mayor's Charitable Fund,VIC,3000,,Y,,,,,,,,,,,,,,Y,,Y,Y,,,Y,,Y,,Y,Y,Y,Y,,,Y,Y,Y,,,,Y,,,Y
63636406972,WomenCAN Australia Ltd,VIC,3182,,Y,Y,,,Y,,,,,,,,Y,,Y,Y,,,,,Y,Y,Y,Y,Y,,,Y,,,Y,,,,,Y,,,,
63638021939,The Uniform Project - Turkana Inc,VIC,3350,Small,,Y,,,Y,,,,,,,,Y,,,Y,Y,Y,Y,Y,,,Y,Y,,,Y,,,,Y,,,,,,,,,
63640913283,Corio Christian Centre,VIC,3214,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
63644559633,WOMAN ETERNAL LTD,VIC,3754,,Y,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,Y,Y,,,,,Y,,Y,,,,,Y,,,,
63645733890,YACKATOON RETIREMENT VILLAGE INC,VIC,3749,Medium,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,
63658625942,Christ Our Holy Redeemer Catholic Primary School Oakleigh East,VIC,3166,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
63663636866,The Trustee For The Tobin Brothers Foundation,VIC,3051,Small,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63670653092,Uca - Coatesville,VIC,3165,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63703180532,Grace Church of Christ Gift Fund,VIC,3152,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
63705269770,St John The Baptist (Sandringham) Kindergarten Inc,VIC,3191,Small,Y,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,
63727400498,Planetary Healing Artists Association Of Australia Inc,VIC,3206,Small,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
63739336275,Hypoactive Incorporated,VIC,3205,Small,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
63750880028,The Athanasian Trust,VIC,3181,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,Y
63775416041,Society for Mental Health Research Inc,VIC,3052,Medium,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
63781980437,St Andrews Parish,VIC,3550,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63782124595,Journeys for Climate Justice Inc,VIC,3127,Small,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,Y,
63791387502,Vietnamese Buddhist Nuns Association In Australia Duoc Su Buddhist Temple Inc,VIC,3173,Small,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
63811472602,St Thomas the Apostle Catholic Parish Clyde North,VIC,3977,Medium,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63812245007,St Augustine's Anglican Kindergarten Inc,VIC,3129,Medium,Y,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
63821052542,The Gathering Place Medical Aboriginal Corporation,VIC,3030,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y
63829381961,Uca - Bamawm Uniting Church,VIC,3561,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
63830358027,Meeniyan Preschool Inc,VIC,3956,Medium,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
63837860604,The Women Of The University Fund Inc,VIC,3191,Small,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
63838026227,Ride4Life Incorporated,VIC,3551,Small,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
